   BENCHMARK INFORMATION
benchmark definition:    java-ranger-svcomp.xml
name:                    java-ranger-svcomp
run sets:                SVCOMP-ReachSafety-Java.ReachSafety-Java
date:                    Wed, 2026-07-01 20:20:56 +01
tool:                    Java Ranger 2025
tool executable:         /home/salmane/bin/jr-sv-comp
options:
resource limits:
- memory:                3000.0 MB
- time:                  900 s
- cpu cores:             4
hardware requirements:
- cpu cores:             4
- memory:                3000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    salmane-VivoBook-ASUSLaptop-X515EP-X515EP
os:                      Linux-6.17.0-35-generic-x86_64-with-glibc2.39
cpu:                     11th Gen Intel Core i5-1135G7 @ 2.40GHz
- cores:                 8
- max frequency:         4200.0 MHz
- turbo boost enabled:   True
ram:                     8005.804032 MB
------------------------------------------------------------



SVCOMP-ReachSafety-Java.ReachSafety-Java
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                                                                               status                       cpu time   wall time        host
jbmc-regression/instanceof7.yml                                                                                         true                             3.38        1.50        None
jbmc-regression/instanceof8.yml                                                                                         true                             2.89        1.24        None
jbmc-regression/interface1.yml                                                                                          false                            3.06        1.32        None
jbmc-regression/java_append_char.yml                                                                                    false                           10.95        3.76        None
jbmc-regression/lazyloading4.yml                                                                                        true                             2.91        1.25        None
jbmc-regression/list1.yml                                                                                               unknown                        801.08      786.38        None
jbmc-regression/long1.yml                                                                                               true                             3.25        1.47        None
jbmc-regression/lookupswitch1.yml                                                                                       true                            11.12        4.06        None
jbmc-regression/multinewarray.yml                                                                                       true                             3.29        1.42        None
jbmc-regression/overloading1.yml                                                                                        true                             3.09        1.36        None
jbmc-regression/package1.yml                                                                                            true                             2.95        1.24        None
jbmc-regression/putfield_getfield1.yml                                                                                  true                             3.18        1.39        None
jbmc-regression/putstatic_getstatic1.yml                                                                                true                             3.28        1.44        None
jbmc-regression/recursion2.yml                                                                                          true                             3.31        1.41        None
jbmc-regression/return1.yml                                                                                             false                            3.13        1.38        None
jbmc-regression/return2.yml                                                                                             false                           10.19        3.72        None
jbmc-regression/store_load1.yml                                                                                         true                             3.11        1.33        None
jbmc-regression/swap1.yml                                                                                               true                             2.92        1.23        None
jbmc-regression/synchronized.yml                                                                                        true                             3.02        1.30        None
jbmc-regression/tableswitch1.yml                                                                                        true                            10.47        3.69        None
jbmc-regression/uninitialised1.yml                                                                                      true                             2.89        1.22        None
jbmc-regression/virtual1.yml                                                                                            true                             3.08        1.34        None
jbmc-regression/virtual2.yml                                                                                            false                            3.25        1.42        None
